id,dia,categoria,tipo_logradouro,logradouro,numero,bairro,referencia,cep,subprefeitura,endereco_completo,endereco_geocode,lat,lng,geocode_status
4184-0,Quarta Feira,Tradicional,Rua,Dos Guarinos,S/N,Vila Elisa,,02219-160,Vila Maria/Vila Guilherme,"Rua Dos Guarinos, Vila Elisa","Rua Dos Guarinos, Vila Elisa, São Paulo - SP, 02219-160",,,
4185-8,Quarta Feira,Tradicional,Rua,Filomena Matarazzo,S/N,Lapa,,01144-080,Lapa,"Rua Filomena Matarazzo, Lapa","Rua Filomena Matarazzo, Lapa, São Paulo - SP, 01144-080",,,
4186-6,Quarta Feira,Tradicional,Avenida,Elisio Cordeiro de Siqueira,S/N,Jaridm,Jardim Santo Elias,05136-000,Pirituba/Jaraguá,"Avenida Elisio Cordeiro de Siqueira, Jaridm","Avenida Elisio Cordeiro de Siqueira, Jaridm, São Paulo - SP, 05136-000",,,
4188-2,Quarta Feira,Tradicional,Rua,Maria da Costa Bezerra,S/N,Parelheiros,,04850-050,Parelheiros,"Rua Maria da Costa Bezerra, Parelheiros","Rua Maria da Costa Bezerra, Parelheiros, São Paulo - SP, 04850-050",,,
4189-0,Quarta Feira,Tradicional,Rua,Antonio Gandine,S/N,Itaquera,Rua Sabbado D Angelo,08215-290,Itaquera,"Rua Antonio Gandine, Itaquera","Rua Antonio Gandine, Itaquera, São Paulo - SP, 08215-290",,,
4194-7,Quarta Feira,Tradicional,Praça,Benito Nicoletti,S/N,Parque Souza Aranha,Rua Reims,02517-010,Casa Verde/Cachoeirinha,"Praça Benito Nicoletti, Parque Souza Aranha","Praça Benito Nicoletti, Parque Souza Aranha, São Paulo - SP, 02517-010",,,
4198-0,Quarta Feira,Tradicional,Rua,Benedito Galvao,S/N,Vila Carrao,Praca Albino Fco de Figueiredo,03433-030,Aricanduva/Formosa/Carrão,"Rua Benedito Galvao, Vila Carrao","Rua Benedito Galvao, Vila Carrao, São Paulo - SP, 03433-030",,,
4202-1,Quarta Feira,Tradicional,Rua,Ingai,S/N,Vila Prudente,,03132-080,Vila Prudente,"Rua Ingai, Vila Prudente","Rua Ingai, Vila Prudente, São Paulo - SP, 03132-080",,,
4219-6,Quarta Feira,Tradicional,Praça,Floriano Peixoto,S/N,Santo Amaro,Esquina com a Rua Tiago Luiz,04750-000,Santo Amaro,"Praça Floriano Peixoto, Santo Amaro","Praça Floriano Peixoto, Santo Amaro, São Paulo - SP, 04750-000",,,
4244-7,Quarta Feira,Tradicional,Rua,Daniel Bernardo,S/N,Vila Americana,,08010-100,São Miguel,"Rua Daniel Bernardo, Vila Americana","Rua Daniel Bernardo, Vila Americana, São Paulo - SP, 08010-100",,,
4264-1,Quarta Feira,Tradicional,Rua,Professor Abrahao Berezin,S/N,Barra Funda,,0,Lapa,"Rua Professor Abrahao Berezin, Barra Funda","Rua Professor Abrahao Berezin, Barra Funda, São Paulo - SP",,,
4306-0,Quarta Feira,Tradicional,Rua,Forte William,S/N,Vila Andrade,,05704-110,Campo Limpo,"Rua Forte William, Vila Andrade","Rua Forte William, Vila Andrade, São Paulo - SP, 05704-110",,,
4380-0,Quarta Feira,Noturna,Rua,Paulo Marques,S/N,Vila Vidal,Av Governador Carvalho Pinto,03616-210,Penha,"Rua Paulo Marques, Vila Vidal","Rua Paulo Marques, Vila Vidal, São Paulo - SP, 03616-210",,,
4386-9,Quarta Feira,Tradicional,Travessa,São Gabriel da Cachoeira,S/N,Jardim Iris,,05144-085,Pirituba/Jaraguá,"Travessa São Gabriel da Cachoeira, Jardim Iris","Travessa São Gabriel da Cachoeira, Jardim Iris, São Paulo - SP, 05144-085",,,
4390-7,Quarta Feira,Tradicional,Rua,Andrea Feliciani,S/N,Artur Alvim,Rua Cezar Dias,03591-020,Penha,"Rua Andrea Feliciani, Artur Alvim","Rua Andrea Feliciani, Artur Alvim, São Paulo - SP, 03591-020",,,
4400-8,Quarta Feira,Tradicional,Rua,Adutora do Rio Claro,S/N,Vila Regente Feijo,Adutora Rio Claro,03924-300,Sapopemba,"Rua Adutora do Rio Claro, Vila Regente Feijo","Rua Adutora do Rio Claro, Vila Regente Feijo, São Paulo - SP, 03924-300",,,
4401-6,Quarta Feira,Noturna,Rua,Augustin Luberti,S/N,Fazenda Juta,Abast,03977-409,Sapopemba,"Rua Augustin Luberti, Fazenda Juta","Rua Augustin Luberti, Fazenda Juta, São Paulo - SP, 03977-409",,,
4402-4,Quarta Feira,Tradicional,Rua,Quebedo e Vasconcelos,S/N,São Mateus,Abast,0,São Mateus,"Rua Quebedo e Vasconcelos, São Mateus","Rua Quebedo e Vasconcelos, São Mateus, São Paulo - SP",,,
4404-0,Quarta Feira,Orgânica,Rua,Doutor Manoel Carlos F de Almeida,S/N,Pinheiros,Mercado Munic de Pinheiros,05421-070,Pinheiros,"Rua Doutor Manoel Carlos F de Almeida, Pinheiros","Rua Doutor Manoel Carlos F de Almeida, Pinheiros, São Paulo - SP, 05421-070",,,
4415-6,Quarta Feira,Tradicional,Rua,Enxovia,S/N,Santo Amaro,,04711-030,Santo Amaro,"Rua Enxovia, Santo Amaro","Rua Enxovia, Santo Amaro, São Paulo - SP, 04711-030",,,
4421-0,Quarta Feira,Noturna,Avenida,Engenheiro Caetano Alvares,6550,Imirim,,02413-200,Santana/Tucuruvi,"Avenida Engenheiro Caetano Alvares, 6550, Imirim","Avenida Engenheiro Caetano Alvares, 6550, Imirim, São Paulo - SP, 02413-200",,,
4438-5,Quarta Feira,Noturna,Praça,Aleixo Monteiro Mafra,S/N,Sþo Miguel,,08011-010,São Miguel,"Praça Aleixo Monteiro Mafra, Sþo Miguel","Praça Aleixo Monteiro Mafra, Sþo Miguel, São Paulo - SP, 08011-010",,,
4494-6,Quarta Feira,Tradicional,Rua,Preta,S/N,Jardim Iris,,05092-040,Pirituba/Jaraguá,"Rua Preta, Jardim Iris","Rua Preta, Jardim Iris, São Paulo - SP, 05092-040",,,
4499-7,Quarta Feira,Tradicional,Rua,Napoleao Michel,66,Itaim Bibi,,04533-060,Pinheiros,"Rua Napoleao Michel, 66, Itaim Bibi","Rua Napoleao Michel, 66, Itaim Bibi, São Paulo - SP, 04533-060",,,
4760-0,Quarta Feira,Tradicional,Rua,Desembargador Fausto Whitaker M Alvim,S/N,Itaim Paulista,,08130-350,Itaim Paulista,"Rua Desembargador Fausto Whitaker M Alvim, Itaim Paulista","Rua Desembargador Fausto Whitaker M Alvim, Itaim Paulista, São Paulo - SP, 08130-350",,,
4851-8,Quarta Feira,Tradicional,Praça,Gal Gentil Falcao,S/N,Cidade Monções,,04571-150,Pinheiros,"Praça Gal Gentil Falcao, Cidade Monções","Praça Gal Gentil Falcao, Cidade Monções, São Paulo - SP, 04571-150",,,
5000-8,Quinta Feira,Noturna,Rua,Francisco Lema,352,Jardim Apura,,04257-000,Ipiranga,"Rua Francisco Lema, 352, Jardim Apura","Rua Francisco Lema, 352, Jardim Apura, São Paulo - SP, 04257-000",,,
5001-6,Quinta Feira,Tradicional,Rua,Itarare,S/N,Bela Vista,Com Rua São Miguel,01308-030,Sé,"Rua Itarare, Bela Vista","Rua Itarare, Bela Vista, São Paulo - SP, 01308-030",,,
5002-4,Quinta Feira,Tradicional,Rua,Tapes,683,Jardim Aeroporto,Esq R Carlos Pinto Alves,04631-011,Santo Amaro,"Rua Tapes, 683, Jardim Aeroporto","Rua Tapes, 683, Jardim Aeroporto, São Paulo - SP, 04631-011",,,
5003-2,Quinta Feira,Tradicional,Rua,Antonio Coruja,67,Bom Retiro,Tv da Rua Guarani,01126-030,Sé,"Rua Antonio Coruja, 67, Bom Retiro","Rua Antonio Coruja, 67, Bom Retiro, São Paulo - SP, 01126-030",,,
5004-0,Quinta Feira,Tradicional,Rua,Teodoreto Souto,957,Cambuci,Tv Av Lins de Vasconcelos,01539-000,Sé,"Rua Teodoreto Souto, 957, Cambuci","Rua Teodoreto Souto, 957, Cambuci, São Paulo - SP, 01539-000",,,
5005-9,Quinta Feira,Tradicional,Rua,Barao de Capanema,S/N,Jardim America,Alameda Casa Branca,01411-010,Pinheiros,"Rua Barao de Capanema, Jardim America","Rua Barao de Capanema, Jardim America, São Paulo - SP, 01411-010",,,
5006-7,Quinta Feira,Tradicional,Rua,Silva Teles,1528,Belenzinho,Tv da Rua Santa Rita,03026-000,Mooca,"Rua Silva Teles, 1528, Belenzinho","Rua Silva Teles, 1528, Belenzinho, São Paulo - SP, 03026-000",,,
5007-5,Quinta Feira,Tradicional,Rua,Irma Carolina,S/N,Belenzinho,Tv Av Alvaro Ramos,03058-040,Mooca,"Rua Irma Carolina, Belenzinho","Rua Irma Carolina, Belenzinho, São Paulo - SP, 03058-040",,,
5008-3,Quinta Feira,Tradicional,Rua,Professor Machado Tolosa,S/N,Belenzinho,Entre Paraupava e Sapucaia,03171-030,Mooca,"Rua Professor Machado Tolosa, Belenzinho","Rua Professor Machado Tolosa, Belenzinho, São Paulo - SP, 03171-030",,,
5009-1,Quinta Feira,Tradicional,Praça,Charles Muller,S/N,Pacaembu,Estadio Mun.p.m.de Carvalho,01234-010,Sé,"Praça Charles Muller, Pacaembu","Praça Charles Muller, Pacaembu, São Paulo - SP, 01234-010",,,
5010-5,Quinta Feira,Tradicional,Rua,Aimbere C Caiubi,401,Perdizes,Rua Joao Ramalho,05018-010,Lapa,"Rua Aimbere C Caiubi, 401, Perdizes","Rua Aimbere C Caiubi, 401, Perdizes, São Paulo - SP, 05018-010",,,
5011-3,Quinta Feira,Tradicional,Rua,Doutor Mario Vicente,1715,Ipiranga,Tv Rua Salvador Simoes,04270-002,Ipiranga,"Rua Doutor Mario Vicente, 1715, Ipiranga","Rua Doutor Mario Vicente, 1715, Ipiranga, São Paulo - SP, 04270-002",,,
5012-1,Quinta Feira,Tradicional,Rua,Coronel Lisboa com Estado de Israel,S/N,Planalto Paulista,Rua Sena Madureira,04020-040,Vila Mariana,"Rua Coronel Lisboa com Estado de Israel, Planalto Paulista","Rua Coronel Lisboa, Planalto Paulista, São Paulo - SP, 04020-040",,,
5013-0,Quinta Feira,Tradicional,Rua,Lino Coutinho,1046,Sacoma,Tv Rua Lord Crockrane,04207-001,Ipiranga,"Rua Lino Coutinho, 1046, Sacoma","Rua Lino Coutinho, 1046, Sacoma, São Paulo - SP, 04207-001",,,
5014-8,Quinta Feira,Tradicional,Rua,Antonio Bicudo,50,Cerqueira Cezar,Tv da Rua Teodoro Sampaio,05418-010,Pinheiros,"Rua Antonio Bicudo, 50, Cerqueira Cezar","Rua Antonio Bicudo, 50, Cerqueira Cezar, São Paulo - SP, 05418-010",,,
5015-6,Quinta Feira,Tradicional,Rua,Florianopolis,S/N,Alto da Mooca,Tv Rua Campo Largo,03185-050,Mooca,"Rua Florianopolis, Alto da Mooca","Rua Florianopolis, Alto da Mooca, São Paulo - SP, 03185-050",,,
5016-4,Quinta Feira,Tradicional,Rua,Domingos da Fonseca,321,Vila Prudente,Paredao Juventus,03125-040,Mooca,"Rua Domingos da Fonseca, 321, Vila Prudente","Rua Domingos da Fonseca, 321, Vila Prudente, São Paulo - SP, 03125-040",,,
5017-2,Quinta Feira,Tradicional,Rua,Visconde de Itaboray,233,Tatuape,Viaduto Azevedo,03308-050,Mooca,"Rua Visconde de Itaboray, 233, Tatuape","Rua Visconde de Itaboray, 233, Tatuape, São Paulo - SP, 03308-050",,,
5018-0,Quinta Feira,Tradicional,Rua,Silva Coutinho,S/N,Vila Prudente,Tv Rua Santa Lina,03192-070,Mooca,"Rua Silva Coutinho, Vila Prudente","Rua Silva Coutinho, Vila Prudente, São Paulo - SP, 03192-070",,,
5020-2,Quinta Feira,Tradicional,Rua,Campante,81,Vila Carioca,Ruas Amadis,04224-010,Ipiranga,"Rua Campante, 81, Vila Carioca","Rua Campante, 81, Vila Carioca, São Paulo - SP, 04224-010",,,
5022-9,Quinta Feira,Tradicional,Praça,Bras Goncalves,308,Jardim da Saude,Final Bosque Saude,04148-040,Ipiranga,"Praça Bras Goncalves, 308, Jardim da Saude","Praça Bras Goncalves, 308, Jardim da Saude, São Paulo - SP, 04148-040",,,
5023-7,Quinta Feira,Tradicional,Rua,Guaracininga,193,Vila Guilherme,Tv Rua Jacuna,02069-020,Vila Maria/Vila Guilherme,"Rua Guaracininga, 193, Vila Guilherme","Rua Guaracininga, 193, Vila Guilherme, São Paulo - SP, 02069-020",,,
5024-5,Quinta Feira,Tradicional,Rua,Catapara,207,Vila Guilherme,Tv Es da Conceicao,02073-010,Vila Maria/Vila Guilherme,"Rua Catapara, 207, Vila Guilherme","Rua Catapara, 207, Vila Guilherme, São Paulo - SP, 02073-010",,,
5025-3,Quinta Feira,Tradicional,Rua,Silveira Rodrigues com Mario,38,Vila Romana,Vespasiano e Jesuino Bandeira,05048-070,Lapa,"Rua Silveira Rodrigues com Mario, 38, Vila Romana","Rua Silveira Rodrigues, 38, Vila Romana, São Paulo - SP, 05048-070",,,
5026-1,Quinta Feira,Tradicional,Rua,Antonio Pereira de Souza,S/N,Santana,Caixa D Agua de Santana,02404-060,Santana/Tucuruvi,"Rua Antonio Pereira de Souza, Santana","Rua Antonio Pereira de Souza, Santana, São Paulo - SP, 02404-060",,,
5027-0,Quinta Feira,Tradicional,Rua,Madalena Madureira,54,Casa Verde,Proximo Praca Canaa,02551-040,Casa Verde/Cachoeirinha,"Rua Madalena Madureira, 54, Casa Verde","Rua Madalena Madureira, 54, Casa Verde, São Paulo - SP, 02551-040",,,
5028-8,Quinta Feira,Tradicional,Rua,Agostinho Cantu com Romao Gomes,S/N,Butanta,Av Waldemar Ferreira,05501-010,Butantã,"Rua Agostinho Cantu com Romao Gomes, Butanta","Rua Agostinho Cantu, Butanta, São Paulo - SP, 05501-010",,,
5029-6,Quinta Feira,Tradicional,Rua,Platina,815,Tatuape,Port 033/94,03308-010,Mooca,"Rua Platina, 815, Tatuape","Rua Platina, 815, Tatuape, São Paulo - SP, 03308-010",,,
5030-0,Quinta Feira,Tradicional,Rua,Dom Joao V C Sacadura Cabral,85,Alto da Lapa,Rua Afonso Sardinha,05075-060,Lapa,"Rua Dom Joao V C Sacadura Cabral, 85, Alto da Lapa","Rua Dom Joao V C Sacadura Cabral, 85, Alto da Lapa, São Paulo - SP, 05075-060",,,
5031-8,Quinta Feira,Tradicional,Avenida,Ceci,S/N,Planalto Paulista,Proximo Av Jabaquara,04065-003,Vila Mariana,"Avenida Ceci, Planalto Paulista","Avenida Ceci, Planalto Paulista, São Paulo - SP, 04065-003",,,
5032-6,Quinta Feira,Tradicional,Rua,Alvaro Gomes,S/N,Santana,Tv Rua Dona Leonor,02421-010,Santana/Tucuruvi,"Rua Alvaro Gomes, Santana","Rua Alvaro Gomes, Santana, São Paulo - SP, 02421-010",,,
5033-4,Quinta Feira,Tradicional,Rua,Dentista Barreto,516,Vila Carrao,Av Conselheiro Carrao,03420-000,Aricanduva/Formosa/Carrão,"Rua Dentista Barreto, 516, Vila Carrao","Rua Dentista Barreto, 516, Vila Carrao, São Paulo - SP, 03420-000",,,
5034-2,Quinta Feira,Tradicional,Rua,Piramboia,463,Vila Santa Izabel,Tv Rua Xiririca,03425-030,Aricanduva/Formosa/Carrão,"Rua Piramboia, 463, Vila Santa Izabel","Rua Piramboia, 463, Vila Santa Izabel, São Paulo - SP, 03425-030",,,
5035-0,Quinta Feira,Tradicional,Rua,Doutor Jose Cassio Soares,521,Pq São Lucas,Pq São Lucas Vila Prudente,03240-020,Vila Prudente,"Rua Doutor Jose Cassio Soares, 521, Pq São Lucas","Rua Doutor Jose Cassio Soares, 521, Pq São Lucas, São Paulo - SP, 03240-020",,,
5036-9,Quinta Feira,Tradicional,Rua,Alianca Liberal,603,Vila Leopoldina,Rua Guaipa,05088-020,Lapa,"Rua Alianca Liberal, 603, Vila Leopoldina","Rua Alianca Liberal, 603, Vila Leopoldina, São Paulo - SP, 05088-020",,,
5037-7,Quinta Feira,Tradicional,Rua,Augusto Gil,207,Vila Nova Cachoeirinha,Pt Final Onibus V Dionizia,02670-070,Casa Verde/Cachoeirinha,"Rua Augusto Gil, 207, Vila Nova Cachoeirinha","Rua Augusto Gil, 207, Vila Nova Cachoeirinha, São Paulo - SP, 02670-070",,,
5038-5,Quinta Feira,Tradicional,Rua,Columbia,289,Vila Brasilandia,Tv da Rua Parapua Altura 1500,02844-040,Freguesia/Brasilândia,"Rua Columbia, 289, Vila Brasilandia","Rua Columbia, 289, Vila Brasilandia, São Paulo - SP, 02844-040",,,
5039-3,Quinta Feira,Tradicional,Avenida,Miguel de Castro,1023,Vila Zatt,,02950-000,Pirituba/Jaraguá,"Avenida Miguel de Castro, 1023, Vila Zatt","Avenida Miguel de Castro, 1023, Vila Zatt, São Paulo - SP, 02950-000",,,
5040-7,Quinta Feira,Tradicional,Rua,Liliental,317,Tucuruvi,Tv Av Edu Chaves,02231-000,Jaçanã/Tremembé,"Rua Liliental, 317, Tucuruvi","Rua Liliental, 317, Tucuruvi, São Paulo - SP, 02231-000",,,
5041-5,Quinta Feira,Tradicional,Rua,Doutor Augusto S Lopes,200,Engenheiro Goulart,Rua H Marques e M dos Santos,03725-080,Penha,"Rua Doutor Augusto S Lopes, 200, Engenheiro Goulart","Rua Doutor Augusto S Lopes, 200, Engenheiro Goulart, São Paulo - SP, 03725-080",,,
5042-3,Quinta Feira,Tradicional,Rua,Franklin Magalhaes,273,Santa Catarina,Tv Av Santa Catarina,04374-000,Jabaquara,"Rua Franklin Magalhaes, 273, Santa Catarina","Rua Franklin Magalhaes, 273, Santa Catarina, São Paulo - SP, 04374-000",,,
5043-1,Quinta Feira,Tradicional,Rua,Vitoria Simionato,580,Ermelino Matarazzo,Tv Avenida Paranagua,03808-170,Ermelino Matarazzo,"Rua Vitoria Simionato, 580, Ermelino Matarazzo","Rua Vitoria Simionato, 580, Ermelino Matarazzo, São Paulo - SP, 03808-170",,,
5044-0,Quinta Feira,Tradicional,Avenida,Maraial,323,Jardim Nordeste,Entre Pca Arama e Neropolis,03691-010,Penha,"Avenida Maraial, 323, Jardim Nordeste","Avenida Maraial, 323, Jardim Nordeste, São Paulo - SP, 03691-010",,,
5045-8,Quinta Feira,Tradicional,Rua,Bento Vieira Castro,344,Itaquera,Tv Av Pires do Rio,08240-150,Itaquera,"Rua Bento Vieira Castro, 344, Itaquera","Rua Bento Vieira Castro, 344, Itaquera, São Paulo - SP, 08240-150",,,
5046-6,Quinta Feira,Tradicional,Rua,Vereda do Paraiso,8,Itaim Paulista,Benedito a Freitas e Durval VI,08110-300,Itaim Paulista,"Rua Vereda do Paraiso, 8, Itaim Paulista","Rua Vereda do Paraiso, 8, Itaim Paulista, São Paulo - SP, 08110-300",,,
5047-4,Quinta Feira,Tradicional,Avenida,Alberto Byington,496,Vila Maria,Proximo Praca Cosmorama,02127-000,Vila Maria/Vila Guilherme,"Avenida Alberto Byington, 496, Vila Maria","Avenida Alberto Byington, 496, Vila Maria, São Paulo - SP, 02127-000",,,
5048-2,Quinta Feira,Tradicional,Rua,Manoel Gaya,S/N,Vila Mazzei,Tv Av Sezefredo Fagundes,02313-000,Jaçanã/Tremembé,"Rua Manoel Gaya, Vila Mazzei","Rua Manoel Gaya, Vila Mazzei, São Paulo - SP, 02313-000",,,
5049-0,Quinta Feira,Tradicional,Avenida,Mata Machado,S/N,Vila California,Tv da Rua Antenas,03215-000,Vila Prudente,"Avenida Mata Machado, Vila California","Avenida Mata Machado, Vila California, São Paulo - SP, 03215-000",,,
5050-4,Quinta Feira,Tradicional,Rua,Moinho Velho,770,Vila Nigri,Tv da Rua Joao Cordeiro,02832-080,Freguesia/Brasilândia,"Rua Moinho Velho, 770, Vila Nigri","Rua Moinho Velho, 770, Vila Nigri, São Paulo - SP, 02832-080",,,
5052-0,Quinta Feira,Tradicional,Rua,Joao Cachoeira com Doutor F Haidar,1643,Vila Olimpia,Rua Clodomiro Amazonas,04535-008,Pinheiros,"Rua Joao Cachoeira com Doutor F Haidar, 1643, Vila Olimpia","Rua Joao Cachoeira, 1643, Vila Olimpia, São Paulo - SP, 04535-008",,,
5053-9,Quinta Feira,Tradicional,Rua,Elias de Souza Pinto,S/N,Vila Albertina,Com Armando Pereira,02357-060,Jaçanã/Tremembé,"Rua Elias de Souza Pinto, Vila Albertina","Rua Elias de Souza Pinto, Vila Albertina, São Paulo - SP, 02357-060",,,
5054-7,Quinta Feira,Tradicional,Rua,Andre Natale,98,Jardim Popular,Com Rua P de Ulhoa Cintra,03670-020,Ermelino Matarazzo,"Rua Andre Natale, 98, Jardim Popular","Rua Andre Natale, 98, Jardim Popular, São Paulo - SP, 03670-020",,,
5055-5,Quinta Feira,Tradicional,Rua,Sandoval Ferreira Cabral,S/N,Vila Jaguara,Port 034/94,05135-330,Pirituba/Jaraguá,"Rua Sandoval Ferreira Cabral, Vila Jaguara","Rua Sandoval Ferreira Cabral, Vila Jaguara, São Paulo - SP, 05135-330",,,
5056-3,Quinta Feira,Tradicional,Rua,Solidonio Leite,131,Vila Diva,Vila Diva Vila Prudente,03275-000,Vila Prudente,"Rua Solidonio Leite, 131, Vila Diva","Rua Solidonio Leite, 131, Vila Diva, São Paulo - SP, 03275-000",,,
5057-1,Quinta Feira,Tradicional,Rua,Eugenio de Medeiros,S/N,Pinheiros,Paes Leme C Sumidouro,05425-010,Pinheiros,"Rua Eugenio de Medeiros, Pinheiros","Rua Eugenio de Medeiros, Pinheiros, São Paulo - SP, 05425-010",,,
5058-0,Quinta Feira,Tradicional,Avenida,Ouro Verde de Minas,S/N,Vila IV Centenario,Tv Av Rio das Pedras,03937-090,São Mateus,"Avenida Ouro Verde de Minas, Vila IV Centenario","Avenida Ouro Verde de Minas, Vila IV Centenario, São Paulo - SP, 03937-090",,,
5059-8,Quinta Feira,Tradicional,Rua,Conde de Porto Alegre,762,Campo Belo,Rua Bernardino de Campos,04606-000,Santo Amaro,"Rua Conde de Porto Alegre, 762, Campo Belo","Rua Conde de Porto Alegre, 762, Campo Belo, São Paulo - SP, 04606-000",,,
5060-1,Quinta Feira,Tradicional,Rua,Realengo,S/N,Vila Ida,Tv Rua Caminha do Amorim,05451-030,Pinheiros,"Rua Realengo, Vila Ida","Rua Realengo, Vila Ida, São Paulo - SP, 05451-030",,,
5061-0,Quinta Feira,Tradicional,Rua,Sold Jose Vicente de Paula,196,Vila Maria,Av Serafin Goncalves Pereira,02180-020,Vila Maria/Vila Guilherme,"Rua Sold Jose Vicente de Paula, 196, Vila Maria","Rua Sold Jose Vicente de Paula, 196, Vila Maria, São Paulo - SP, 02180-020",,,
5062-8,Quinta Feira,Tradicional,Rua,Luiz Carlos Facchini,50,Vila Facchini,Tv Av Armando de a Pereira,04324-160,Jabaquara,"Rua Luiz Carlos Facchini, 50, Vila Facchini","Rua Luiz Carlos Facchini, 50, Vila Facchini, São Paulo - SP, 04324-160",,,
5063-6,Quinta Feira,Tradicional,Rua,Gal Porfirio da Paz,371,Jardim Grimaldi,Largo do Jardim Grimaldi,03918-000,Sapopemba,"Rua Gal Porfirio da Paz, 371, Jardim Grimaldi","Rua Gal Porfirio da Paz, 371, Jardim Grimaldi, São Paulo - SP, 03918-000",,,
5064-4,Quinta Feira,Tradicional,Rua,Dos Andradas,12,Santa Efigenia,Rua das Timbiras,01208-001,Sé,"Rua Dos Andradas, 12, Santa Efigenia","Rua Dos Andradas, 12, Santa Efigenia, São Paulo - SP, 01208-001",,,
5065-2,Quinta Feira,Tradicional,Praça,Doutor Curado Fleury,3,Jardim Maria Estela,Tv Av Maria Estela,04180-000,Ipiranga,"Praça Doutor Curado Fleury, 3, Jardim Maria Estela","Praça Doutor Curado Fleury, 3, Jardim Maria Estela, São Paulo - SP, 04180-000",,,
5066-0,Quinta Feira,Tradicional,Rua,Fragata da Constituicao,1,Parada de Taipas,Port 18/94,02986-080,Pirituba/Jaraguá,"Rua Fragata da Constituicao, 1, Parada de Taipas","Rua Fragata da Constituicao, 1, Parada de Taipas, São Paulo - SP, 02986-080",,,
5067-9,Quinta Feira,Tradicional,Rua,Jose Cocciuffo,85,Alto do Ipiranga,Rua Santa Cruz,04121-120,Ipiranga,"Rua Jose Cocciuffo, 85, Alto do Ipiranga","Rua Jose Cocciuffo, 85, Alto do Ipiranga, São Paulo - SP, 04121-120",,,
5068-7,Quinta Feira,Tradicional,Avenida,Araicas,254,Jaguare,Termina N. 45,05343-010,Lapa,"Avenida Araicas, 254, Jaguare","Avenida Araicas, 254, Jaguare, São Paulo - SP, 05343-010",,,
5069-5,Quinta Feira,Tradicional,Rua,Martinho Vaz de Barros,S/N,Campo Limpo,Tv Es Campo Limpo,05786-150,Campo Limpo,"Rua Martinho Vaz de Barros, Campo Limpo","Rua Martinho Vaz de Barros, Campo Limpo, São Paulo - SP, 05786-150",,,
5070-9,Quinta Feira,Tradicional,Rua,São Guilherme,7377,Cidade Dutra,Entre Av Interlagos e R Ariabu,04806-040,Capela do Socorro,"Rua São Guilherme, 7377, Cidade Dutra","Rua São Guilherme, 7377, Cidade Dutra, São Paulo - SP, 04806-040",,,
5071-7,Quinta Feira,Tradicional,Avenida,Invernada,351,Congonhas,Entre Barao Rego Barros,04612-060,Santo Amaro,"Avenida Invernada, 351, Congonhas","Avenida Invernada, 351, Congonhas, São Paulo - SP, 04612-060",,,
5073-3,Quinta Feira,Tradicional,Rua,Doutor Renato Bueno Neto,S/N,Jardim Catanduva,,05767-350,Campo Limpo,"Rua Doutor Renato Bueno Neto, Jardim Catanduva","Rua Doutor Renato Bueno Neto, Jardim Catanduva, São Paulo - SP, 05767-350",,,
5074-1,Quinta Feira,Tradicional,Rua,Da Paz,1201,Chac Santo Antonio,Amaro Guerra e Branco Moraes,04713-002,Santo Amaro,"Rua Da Paz, 1201, Chac Santo Antonio","Rua Da Paz, 1201, Chac Santo Antonio, São Paulo - SP, 04713-002",,,
5075-0,Quinta Feira,Tradicional,Avenida,Augusto de Castro,283,Pedreira,Port 036/94,04466-090,Cidade Ademar,"Avenida Augusto de Castro, 283, Pedreira","Avenida Augusto de Castro, 283, Pedreira, São Paulo - SP, 04466-090",,,
5077-6,Quinta Feira,Tradicional,Rua,Joao Gomes Batista,419,Jardim Cidalia,Av.cupece,04652-160,Cidade Ademar,"Rua Joao Gomes Batista, 419, Jardim Cidalia","Rua Joao Gomes Batista, 419, Jardim Cidalia, São Paulo - SP, 04652-160",,,
5078-4,Quinta Feira,Tradicional,Avenida,Celso dos Santos,S/N,Santo Amaro,Av Yervant Kissajikian/p Ozeda,04658-240,Cidade Ademar,"Avenida Celso dos Santos, Santo Amaro","Avenida Celso dos Santos, Santo Amaro, São Paulo - SP, 04658-240",,,
5079-2,Quinta Feira,Tradicional,Rua,Tte Godofredo Cerqueira Leite,213,Jardim Sapopemba,Av.sapopemba (ALT.11000),03977-000,Sapopemba,"Rua Tte Godofredo Cerqueira Leite, 213, Jardim Sapopemba","Rua Tte Godofredo Cerqueira Leite, 213, Jardim Sapopemba, São Paulo - SP, 03977-000",,,
5080-6,Quinta Feira,Tradicional,Avenida,Moacir Dantas Itapicuru,826,Cidade Nova S Miguel,Pt Final On São Miguel,08042-290,São Miguel,"Avenida Moacir Dantas Itapicuru, 826, Cidade Nova S Miguel","Avenida Moacir Dantas Itapicuru, 826, Cidade Nova S Miguel, São Paulo - SP, 08042-290",,,
5081-4,Quinta Feira,Tradicional,Rua,Luca de Marenzio,S/N,Jardim Vaz de Lima,Tv Al Comd Antunes dos Santos,05833-350,M'Boi Mirim,"Rua Luca de Marenzio, Jardim Vaz de Lima","Rua Luca de Marenzio, Jardim Vaz de Lima, São Paulo - SP, 05833-350",,,
